0,person,0,178,283,125,224,0
0,person,1,421,526,74,247,0
1,person,0,184,289,124,223,0
1,person,1,426,531,82,255,0
2,person,0,180,285,123,222,0
2,person,1,422,527,82,255,0
3,person,0,173,278,124,223,0
3,person,1,415,520,83,256,0
4,person,0,167,272,125,224,0
4,person,1,406,511,82,255,0
5,person,0,161,266,125,224,0
5,person,1,398,503,82,255,0
6,person,0,154,259,125,224,0
6,person,1,390,495,83,256,0
7,person,0,147,252,127,226,0
7,person,1,383,488,82,255,0
8,person,0,138,243,127,226,0
8,person,1,374,479,82,255,0
9,person,0,132,237,129,228,0
9,person,1,367,472,80,253,0
10,person,0,123,228,128,227,0
10,person,1,358,463,78,251,0
11,person,0,114,219,126,225,0
11,person,1,349,454,77,250,0
12,person,0,106,211,127,226,0
12,person,1,339,444,79,252,0
13,person,0,96,201,124,223,0
13,person,1,329,434,76,249,0
14,person,0,83,193,122,226,0
14,person,1,320,425,74,247,0
15,person,0,72,182,122,226,0
15,person,1,287,392,68,241,0
16,person,0,62,172,123,227,0
16,person,1,281,386,75,248,0
17,person,0,52,162,125,229,0
17,person,1,269,374,76,249,0
18,person,0,39,149,125,229,0
18,person,1,260,365,74,247,0
19,person,0,27,137,123,227,0
19,person,1,248,353,75,248,0
20,person,0,15,125,127,231,0
20,person,1,221,326,73,246,0
21,person,0,3,113,127,231,0
21,person,1,222,327,77,250,0
22,person,0,-22,88,126,230,0
22,person,1,211,316,78,251,0
23,person,0,177,282,76,248,0
24,person,0,162,267,73,245,0
24,person,1,221,308,86,227,0
24,person,2,542,622,84,245,0
25,person,0,168,273,76,248,0
25,person,1,208,295,91,232,0
25,person,2,536,616,84,245,0
26,person,0,156,261,77,249,0
26,person,1,194,281,91,232,0
26,person,2,523,603,82,243,0
27,person,0,126,231,73,245,0
27,person,1,184,271,92,233,0
27,person,2,509,589,83,244,0
28,person,0,108,213,71,243,0
28,person,1,172,259,90,231,0
28,person,2,495,575,83,244,0
29,person,0,88,193,71,243,0
29,person,1,158,245,92,233,0
29,person,2,481,561,81,242,0
30,person,0,76,181,70,242,0
30,person,1,145,232,91,232,0
30,person,2,468,548,81,242,0
31,person,0,56,161,71,243,0
31,person,1,132,219,91,232,0
31,person,2,456,536,79,240,0
32,person,0,34,139,71,243,0
32,person,1,120,207,94,235,0
32,person,2,443,523,80,241,0
33,person,0,22,127,74,246,0
33,person,1,106,197,91,239,0
33,person,2,429,509,82,243,0
34,person,1,93,184,101,249,0
34,person,2,417,497,82,243,0
34,person,0,484,539,115,239,0
35,person,1,83,179,97,252,0
35,person,2,406,486,82,243,0
35,person,0,470,525,114,238,0
35,person,3,514,616,147,241,0
36,person,1,74,170,99,254,0
36,person,2,393,473,82,243,0
36,person,0,458,513,116,240,0
36,person,3,510,612,144,238,0
37,person,1,66,162,102,257,0
37,person,2,384,460,84,237,0
37,person,0,447,502,114,238,0
37,person,3,501,598,140,230,0
38,person,1,49,145,78,233,0
38,person,2,372,448,86,239,0
38,person,0,435,490,112,236,0
38,person,3,494,591,138,228,0
39,person,1,40,136,87,242,0
39,person,2,363,439,83,236,0
39,person,0,425,480,113,237,0
39,person,3,485,582,134,224,0
40,person,1,23,119,83,238,0
40,person,2,353,429,84,237,0
40,person,0,415,473,105,235,0
40,person,3,459,556,142,232,0
41,person,1,13,109,78,233,0
41,person,2,346,422,83,236,0
41,person,0,407,465,104,234,0
41,person,3,460,557,138,228,0
42,person,1,3,99,78,233,0
42,person,2,337,413,80,233,0
42,person,0,399,457,102,232,0
42,person,3,458,555,133,223,0
43,person,2,328,404,76,229,0
43,person,1,392,450,103,232,0
43,person,0,455,552,134,223,0
44,person,2,321,397,75,228,0
44,person,1,384,442,101,230,0
44,person,0,460,557,130,219,0
45,person,2,316,392,71,224,0
45,person,1,378,436,99,228,0
45,person,0,468,565,121,210,0
46,person,2,307,387,67,228,0
46,person,1,373,431,99,228,0
46,person,0,465,562,118,207,0
47,person,2,300,380,64,225,0
47,person,1,369,427,100,229,0
47,person,0,463,560,115,204,0
48,person,2,293,373,59,220,0
48,person,1,364,425,95,230,0
48,person,0,461,558,116,205,0
49,person,2,289,369,68,229,0
49,person,1,360,421,96,231,0
49,person,0,458,555,114,203,0
50,person,2,285,365,69,230,0
50,person,1,355,416,96,231,0
50,person,0,459,556,115,204,0
51,person,2,280,360,68,229,0
51,person,1,353,414,98,233,0
51,person,0,456,553,117,206,0
52,person,2,275,355,67,228,0
52,person,1,350,411,99,234,0
52,person,0,452,549,117,206,0
53,person,2,271,351,68,229,0
53,person,1,352,410,104,233,0
53,person,0,449,551,116,209,0
54,person,2,268,348,67,228,0
54,person,1,350,408,103,232,0
54,person,0,422,519,113,230,0
55,person,2,263,343,68,229,0
55,person,1,349,407,102,231,0
55,person,0,421,518,111,228,0
56,person,2,260,340,67,228,0
56,person,1,347,405,101,230,0
56,person,0,417,514,110,227,0
57,person,2,256,336,66,227,0
57,person,1,344,402,101,230,0
57,person,0,417,514,109,226,0
58,person,2,253,333,65,226,0
58,person,1,341,399,101,230,0
58,person,0,415,512,110,227,0
59,person,2,248,328,65,226,0
59,person,1,341,399,99,228,0
59,person,0,412,509,110,227,0
60,person,2,245,325,67,228,0
60,person,1,341,399,100,229,0
60,person,0,414,511,115,232,0
61,person,2,240,320,67,228,0
61,person,1,340,398,99,228,0
61,person,0,411,508,115,232,0
62,person,2,237,317,67,228,0
62,person,1,338,396,98,227,0
62,person,0,410,507,120,237,0
63,person,2,234,314,68,229,0
63,person,1,334,395,96,231,0
63,person,0,409,506,122,239,0
64,person,2,231,311,69,230,0
64,person,1,333,394,97,232,0
64,person,0,407,504,122,239,0
65,person,2,227,307,70,231,0
65,person,1,333,394,99,234,0
65,person,0,407,504,123,240,0
66,person,2,224,304,71,232,0
66,person,1,331,392,98,233,0
66,person,0,409,501,107,238,0
67,person,2,221,301,75,236,0
67,person,1,330,391,99,234,0
67,person,0,413,505,106,237,0
68,person,2,217,297,76,237,0
